Comments,Labels
Sebastien Keylan Larcher dan rodrig osi ena politicien boir disant malere,0
Sebastien Keylan Larcher to cumence reflesi piti👏👏 Musa nu cumence Fer champagne pu sa piti la do😅,0
Fran Coise toujour to p la,0
Sebastien Keylan Larcher weye do,0
Shravind Beetun 🌚🌚🌚,0
Vidoushi Imrith m0 mamou abit laba.lidir dn 1zourner bzn fr mari economi defoi pna delo pou baigner,0
Aditi AB merde 😣😣 pas facile sa kt ine arriver bizin met tank astr 😞,0
Vidoushi Imrith oui tank. Ceki ena drom bzn rempli zot drom🤯,0
Sista Cine 🤭,0
"Laisse zot koire ki zot fort pou l'instant ,zot pas pou reste au pouvoir indéfiniment, dan des pays ministres ine fini dan poubelle et banne hautes responsables institutions pareil !",0
Dimoune fine décédé et l'affaire peu discuté au tribunal et le député du mmm peu vine dimande le PM si conclusions lesse.la cours faire so travail. Problèmes pour les.moments ces le covid 19 et les contaminations ens masses qui peu arrivée trouve solutions pous vaccinne la majorités des mauriciens mauriciennes rapidements arrêté sa contamination la ce sa qui question le député bisin posé couma pou sorti dans sa problème la,0
Sonah Woostakeo ok mo entièrement dakor ek ou mais il faut pas laisse banne malfrat la continuer cokin ek touille banne innocents bizin met zot dans prison,0
"Sonah Woostakeo, s ki ou trouve ki sa bane kakade qui p deroulerlà pou fini astèr? Mon oeil, mon ami, sa pou rouler ziska 2024 ar sa kalité zouaves ki zotheim fine met o pouvoir papa! Fine habille pié banane pou veye ou, sipa pié papaye mo pa fouti koner! Saheim ki apel :- La tête la morue; oune deza trouver la tête la morue? lepep fine truV zordi ki été sa!",0
"Sonah Woostakeo si ti to fami sa, to ti pou dire guett problem corona avant, apres nu guetter ki pou fer ar case murder. Eh nou connais to ene chatwa, mais ena so limite sa choz....",0
Le décoré fait honneur à sa médaille. L'honorable Premier Sinistre peut dormir sur ses deux oreilles 🤔,0
Li mem mafia la...ki reponse li pou donner,0
"Kouma li,, ene ta in decedee Dan sa maniere la.. Dan prison.. Jamain e mo dir zt zamain pa pou Gagne preuve si Ena la main mafioso politician la Dan 😢😢",0
Le chien de garde du gouvernment as recu sont medaillion er il est maitenant recounus officiellement come toutou laiche bote de notre gouvernment national...,0
Apel sa ine peur ine bourer.ziska p demander kot lanket eter saem tu zot pa le reponne.Apres p fer bel bel declaration p zir ki zot osi envi coner cuma line mort.comme pretex zot pu dir ki judiciere p fer enquet saem tu.bez sa ki nu fine voter.,0
"Adil, kiarV beta, ine tombe par la tete !? Bane la P profiT met confinement + zone rouge lorla pou gagne raahat, aster couma rentrE ou tire cout boulet rouge lor zot !? Pas fini loudspeaker ine gagne promotion ine vine 'cornet !'",0
"Madame Simla, s ki ou ti pu kroir ki ou la vie ti pu devirer ar poiticien ki Monsieur fine travay ar zot? Pas traka madame, yogi lor tawa soooo, et ou na pas mérite n sor parey. Servi ou pou piti bolomlà monte dadak apres li pran zinteret Yogida.? n zour li na pas fine pran ou zinteret, et li dire li n papa! Papapolipote ma chère amie. Ou fine getter kouraj ki ou éna? lepep derrière ou mafille et la Puissance de Dieu est présent pour vous et les deux autres qui sont Mme Reshmee et Madame Fakoo. Laheim li pa p fouti montrer so figir; mo riyer tane li dire line fer so l'enquète? Kot li été Pinokio? ..........!",0
In gagn so medaille depi msaw. Li bizin honneur sa médaille la.,0
"Ala ki kalite depite MMM ena. Declare trop Malin , li fine vine Chef Juge li . To envie conner, alle dimande magistrate la , Pravin ki faire la dans li . Parfois mo dimande moi ki faire dimounes vote bannes couyons pareilles. Li conner et la population conner l'affaire est en cour sauf le depute MMM.",0
Rad Dowlutta charwa spotted,0
Kev Kev eh bousser un peu do. Ala ki kalite couyon nous ena dans parlement .,0
"bref, ene reponse tipik chatwa",0
Rad Dowlutta to capav gopia cumsa.,0
"Rad Dowlutta lol dans ki le monde to sorti taa hey . Li chienn nne mange to lamour prope ousoi toi kinne mange lamour prope li chien .si to kailous alle moka ,si to sourd alle ENT et si to fou alle guette jagatpal, mais rand ene service pas comment caca senti piii gagne degout are toi taa .",0
Kev Kev ni li ni so pinokio et ni loud speaker person perna reponsr alors servi lexemple aneerood jagnath piss are li .,0
"Nass Moos bousser un peu to fesse, mo pisser moi. Covid pou fini zottes bientot couma Gobin ti dire . Pou tomber couma mouss caca.",0
Rad Dowlutta lol 😆,0
Rad Dowlutta pas coze cozer to fam fort stp. Pas acoze to fam mousse caca to generalise pou tout dimoune. Merci,0
"Ey zotto, government la p fanne so tata 😁..bne chatwa p suyE...karma pas pu kit zot ..justice for Subramanian kistnen 🙏",0
"Et sa continue encore et encore,
Depuis le debut d'accord d'accord",0
Zot fer comsi zot pa kone la loi... Pffttt... Es zot koner sa pou rejeter lerla net fer polemik...matelo case la la cour couma zot le governma repondr sa...c du nerport koi,0
"Anyway the answer would be the case is under inquiry,the police will soon complete all the procedures and hand to dpp, I cant make any comment for respect of the court ...😁",0
Pou rejeter mem mons gros feuille lin decoration boss bizin fer plaisir misier la li ki choisir question,0
Moi mo dir beaucoup signe bondié p envoyer pa preser pou ena la lumière ki pou fer la justice triomphé 🙏,0
Zt ti cone nat dans coute vent acause sa amene ban l'inde pour kit corona r nous et zafaire teigne nous morisien nous pas l'inde ale comprend,0
LE MEDAILLE DU MAITRE SAUVEUR,0
Aadil cause juste Corona avec zotte,0
Pose kestion lor problem population p gagne dans sa moment dificile,0
Julio Estelle Lucie Nuckchadee sa osi pou ena madame.,0
Julio Estelle Lucie Nuckchadee Mme kitsnen aussi pe passe ene moment difficile n’est-ce pas ?,0
Li normal patron parlement ine decore!,0
"boug la fek décoré la
li bizin montrer so reconnaissance enver so maitre !!! 🤷🏼‍♂️",0
Parlement mem pa sure pou ouvert,0
B ki zot pou dire toi enquete en cours,0
Normal zot complice dans sa lamort la........,0
Why does the Pm has control over what is allowed to be asked in Parliament and decides if he will answer or not? Too much power into very small hands,0
"Zot p declar couyon ki kan ena case p passe lacour, li normal pou rejet!!",0
Ena n court of investigation p arcor fr lanket li normal sa ban question la pa pu authorise dans Parliament,0
Bureau GCSK au boulot!,0
Ce bien la cour pou dire p. M vine Donne so version lenquete qui li ti Faire parcequi li approver par high powered committee.,0
Ki zotte ti croire line sanger. Ll vine pire enfin si ena plis pire ki sa bulldog la,0
ZOT COMENCE BOURER,0
Met en pause r sa al trouve coupable 105 million ki sanala,0
"Perdre de temp et d’argent des contribuable
Voila ce que maurice et devenu all questions will be rejected one by one
no more comments",0
Zot koire li vinne décorée pou nanier?????????,0
Nice couple ♥,0
Bane questions la zis pu fer lheure paC sa,0
"B ki serti ena kestion lol
Bann zelev ausi bzin ena mem laloi pick their own question mdr
Kestion rejetE ta LOL",0
Goal Keeper in gagne ene COURONN BE NORMAL,0
Normal bulldog in gagne medaille li merde ar crime li,0
Pas so lheure la ena problem pli grave ki pou le moment apres confinement lerla zot koz sa zafaire la,0
D,0
Opposition pena droit moral continuer siéger dans ene parlman diriger par ene pm ki ena cases allegations corruption. L Icac. Shame on the opposition,0
Li pe jouer bourré comme d'habitude li pou trouve tou excuse pour justifier so décision.,0
Bzin fr lajustis pou li kisnla dacr,0
Why am I not surprised?,0
"Imagine what North Korea or Myanmar is like. Jugnauth, the clock is ticking for you to go.",0
Addil car pour pose question tension i order toi out ???,0
pas pou narnier finn decor li gros bouffon la li p block la democratie,0
Vouma dir pm pou repone.... Lol,0
Sale chatopedo,0
GCSKK,0
Joli couple 👫 pas facile,0
Dictatorship 🤬,0
Ça commence !!!!!!!!,0
ENQUETE/ AFFAIRE EN COURS NO ANSWER,0
Goal keeper lor base,0
Ca recommence!,0
Courage a madame kistnen 🙏,0
Jaime tous se ceke vous ve pour nou arsam nou pou bat coranavuris et covid 19. ok singe ciara mascarine.,0
En plus positifs!! 🤬🤬🤬,0
Bour li dehors - cancel so work permit. Who knows kot line alle trainer. So personel su bizin tester. rasse lavie depi moris. So employeurs bizin fire li,0
1. Ferme li pli longtemps 2.paye gros l'amane 3.deporte li.,0
"Eta aret raisonner avk ban fesse cumsa, done lamende. Si pa compren ferme sa dow! Pa cner cot lin bzin al trainer mo sire sa!",0
"Ena enta ki kontent behave kuma SOVAZ r bne personel de la santé.
Bzin isole li ek deporte li 🤬",0
Piti la mo d'accord li ale quarantaine mais papa la ti bizin bour li prison mange du pain sec ar dilo.. To ti pou arête to grand fesse rest floréal bachiara,0
Vanessa Delord Ena boucoup sovage coumsa dan moris.,0
"Aret juge dimoun do.. Moi mo creol, li indien on s'en fou... Dir ayo nou atane ki pren sanction contre li mai voilà tou dimoun pa p vive sa pareil mem li ene indien li humain li capave per... Ti bzin zot fami sa,,,, ena impee compassion aret juge zot prochain",0
Li finne en contact avec delegation sorti dans l'inde c'est grave,0
To ene vraie Mauricienne,0
Anabelle Begue c'est pas sa religion qui a été mentionné mais sa citoyenneté...du coup on peut pas dire que par exemple salman khan est un mauricien..il est un indien..mais l'article porte à confusion...et c'est bizarre que personne ne l'a remarqué,0
Sa bane la même ki p fane covid dans Maurice sa pou dimounes bourré al fer vaccin et pinokio complice,0
The Father should be severely punished for such act!! It’s an act of crime as he could have costed others life!! 😡,0
C pas normal on est contraint a rester chez nous pas de travail bientôt plus de denrées alimentaire lui il fait ce qu'il veut et en plus il protège pas son propre enfant quel genre de personne irresponsable je ne comprends pas la logique dedans,0
"Ca c’est une façon de voir les choses... faut également savoir que le lundi en question, le ministère a fait venir l’école entière dans un seule lieu puis ensuite mis tout le monde dans des bus communs (après avoir insisté que personnes ne devrait apporter leur propre voiture) et avec zéro distanciation sociale. Il s’est ensuite avérer que d’autres personnes dans ce groupe on testé positif ce qui fait que le ministère a exposer l’école entière!! Il s’agit ici de bébé (le plus jeune ayant 2 mois, des femmes enceintes, les enfants scolarisée dans l’établissement, leur parents, les professeurs et autres staff de lecole!). Je me pose donc la question: c’est qui qui a réellement agit de manière irresponsable et mis en danger la vie des autres?",0
Amy La Hausse excellent point ! They should consider that in the future .. as it could be spreading the virus that way.,0
"Amy La Hausse This is mixing issues to cover a gross misconduct. So now you have the guts to imply that the Ministry is at fault??? Shame on you. In any civilized society, people have to comply with law and regulations. That is the first basic requirement. He has been summoned to do a pcr; he flouted the call. His attitude is reprehensible and this reflects his mediocre level of education.
What is he doing here that cannot be done by a mauritian?",0
"Tout a fait d’accord, le vrai irresponsable ou plutôt les vrais responsables ne sont pas forcément l’accusé 🙄 Quel violence dans les commentaires, C’est choquant ! Comme si les faux positifs n’existaient pas à Maurice... Méconnaissance total du sujet qui dure pourtant depuis 1 ans et demi... 😒",0
"Azad Parahoo thank you for your feedback. If you read my comment correctly, you will note that I did not mention anything about the dr himself, condone his actions or state that ones wrongdoings negate the other. I’m simply stating a fact and implying that there are much better ways to go about things. If one does not highlight things that are done wrong, nothing ever changes for the better. Just saying...",0
"Azad Parahoo No wonder we in deep crap with this attitude we surely doomed, ""In any civilized society, people have to comply with law and regulations"" so even when a law is wrong people must comply, never forget slavery was a law once upon a time, just imagine if the people who broke the law and fought against it didn't do it, where would you be today. In this case forcing everyone into a packed bus with no so called distancing is definitely questionable.",0
"Deporte li, c'est zotte meme ki finne fane sa malade la. 😡",0
"Linde pays ki zot adorer la kinn fann sa,,, resultat pas faire 40ene,, tiabon toproche gagne sa",0
"Akoz samem moris pou bez koman sodome koman zot tane ene zafer zot p dénigré dimoune la san konne vrai version,, moris bzin pouri mem.. 💦",0
Anabelle Begue koko ohhh pou bne volere zot pa ggn letan arete me cuma dimun pane al lopital zot p al telefone la polis pou met dan prison mais poutan volere pena la loi akoz ene bne minis ene nmbane cipa ki ete ezot al corige zit apre zit koz dimun,0
Hope he will be arrested and deported !! This is unacceptable !! Mauritius is a small country with a very poor health care compare to Europe.. that's why the government needs to protect the nation ! 🤔🤔 i sure he has connections 🙄🙄🤬🤬,0
"Demander non.....EXIGER et fou li en detention pu detroi zour....ici nu p pliyyy nu en 4 pr respecter bn mesures et pu ki nou truvv 1 bonne issu a ca vovid la..missie gran mari p fer li...
B li pa en tord li.trop gagn privilege aster li croir ki tt dimoun pu dir li amen....
Et en.plis li positif...ou p met la vie lezot dimoun en danger...",0
Fou sa endent doh kan li kumances voir bien claire lerla à gueT ki pou fer are li corona p fer li derésoner,0
Bisin cancel so work permit .un point c tou .retourn li so pays . Pas mank dimun ki chomeur ici.,0
Reena D Aulleear,0
"Reena D Aulleear exactement,,",0
"La plupart du temps,bane dimoune récalcitrant avec les autorités zot ena zot dimoune en haut lieu ki protège zot.kitfois medecin la risqué gagne problème tout et l'autre phénomène pou aller gaiement so la case sans oken problème",0
Li croire li dan linde,0
Roffur El Standley Boug la enn Indien!!,0
Roffur El Standley on en a parlé dans un autre article ce matin. Le père a refusé la quarantaine alors que sa famille est malade. Faudré n haut gradé medical ine tom dan so lipied.,0
"Li prend li pou ki li hein.fr li comprend li dans moris la.swive nous protocole,sinon byebye.deporte li.",0
Retourn sa dan so pays do. Zte declare pli xtra sa bane la.,0
Also I hope he has not been in contact with anyone since the 8th,0
Bani Du I don't think so.,0
Indeed he is so irresponsible. It's sad 😥,0
"C'est certain que les personnes n'aiment pas être considérée comme des pestiférés,ce n'est que le covid ,dangereux bien évidemment pour certains.Mais ?",0
Bizi agir la loi contre li.,0
Malheur et ils ont contaminé combien de personnes à eux deux père et son enfant ???,0
"Qui Conner par li meme so zenfant fine attrape virus la et li fine amene c,a dans l'ecole maternelle la . Who knows .?",0
Bour sa lor n rado fer sa alle,0
"Si dimoune ti malade so parent pas ti pou recalcitrant, bane bajas !!!!",0
"Sa ki li doc. Congrats 👏 e ene travail bien fait. Si pa ti pu persister, ti pu ena ene positif popom partou",0
Bour li dehors. Recalcitrant kkl lq. Bizin bour li lor lile Plate tout seul gopia la,0
Bour li dans cachot matelot. La loi severe lors la,0
Bizin bez calot fr compren sa kaliT con la..,0
